attrInteger,attrInteger,attrInteger,attrInteger
1993336,558,199333600,1993337
1389764,207,138976400,1389765
676604,531,67660400,676605
1051648,510,105164800,1051649
1306538,244,130653800,1306539
302274,489,30227400,302275
1227341,657,122734100,1227342
1166824,579,116682400,1166825
1900141,639,190014100,1900142
437697,260,43769700,437698
57326,283,5732600,57327
1037256,956,103725600,1037257
1602879,113,160287900,1602880
1790036,273,179003600,1790026
1025278,322,102527800,1025279
1587019,690,158701900,1587020
1864556,793,186455600,1864557
127292,648,12729200,127293
301231,902,30123100,301232
1561443,645,156144300,1561444
1766019,211,176601900,1766020
1983717,694,198371700,1983718
441857,460,44185700,441858
1611009,420,161100900,1611010
632102,164,63210200,632103
1036406,690,103640600,1036407
1547460,59,154746000,1547461
1083262,935,108326200,1083263
778948,177,77894800,778949
1591907,303,159190700,1591908
164523,891,16452300,164524
677211,639,67721100,677212
1008033,292,100803300,1008034
996795,654,99679500,996796
1053770,343,105377000,1053771
1856667,196,185666700,1856668
1988916,312,198891600,1988917
333330,87,33333000,333331
1832189,601,183218900,1832190
1484480,548,148448000,1484481
1995005,694,199500500,1995006
10938,177,1093800,10939
655702,272,65570200,655703
610716,125,61071600,610717
43742,498,4374200,43743
16821,624,1682100,16822
291944,744,29194400,291945
313928,716,31392800,313929
1810460,740,181046000,1810461
895516,924,89551600,895506
1395448,623,139544800,1395449
10566,929,1056600,10567
851693,287,85169300,851694
440148,523,44014800,440149
677781,490,67778100,677782
1064858,697,106485800,1064859
961726,125,96172600,961727
1815297,366,181529700,1815298
521372,909,52137200,521373
1929826,498,192982600,1929827
490116,895,49011600,490117
678058,871,67805800,678059
1315202,343,131520200,1315203
191905,475,19190500,191906
1768517,886,176851700,1768518
976233,765,97623300,976234
1718450,632,171845000,1718451
1148233,430,114823300,1148234
1162108,310,116210800,1162109
237445,391,23744500,237446
589131,709,58913100,589132
123789,593,12378900,123790
1489684,612,148968400,1489685
536268,615,53626800,536269
682795,373,68279500,682796
417076,435,41707600,417077
997777,801,99777700,997778
381381,554,38138100,381382
1051715,943,105171500,1051716
1558753,151,155875300,1558754
835748,890,83574800,835749
1475663,61,147566300,1475664
1667669,158,166766900,1667670
1724739,423,172473900,1724740
1886053,337,188605300,1886054
1092826,342,109282600,1092827
1543800,83,154380000,1543801
1189731,151,118973100,1189732
1475702,770,147570200,1475703
1829039,652,182903900,1829040
284637,314,28463700,284638
515026,454,51502600,515027
1772501,94,177250100,1772502
1787804,625,178780400,1787805
529030,510,52903000,529031
378985,997,37898500,378986
1448280,59,144828000,1448281
1590053,522,159005300,1590054
592393,770,59239300,592394
576314,418,57631400,576315
1555384,556,155538400,1555385
527909,365,52790900,527910
1292748,485,129274800,1292749
373533,382,37353300,373534
1341406,732,134140600,1341407
1568605,223,156860500,1568606
355512,170,35551200,355513
1604799,721,160479900,1604800
1589396,170,158939600,1589397
179886,778,17988600,179887
1378276,650,137827600,1378277
199577,181,19957700,199578
887776,91,88777600,887777
1030639,601,103063900,1030640
241739,841,24173900,241740
126306,216,12630600,126307
414907,980,41490700,414908
1043765,959,104376500,1043766
1993538,665,199353800,1993539
1714266,835,171426600,1714267
1609958,699,160995800,1609959
767839,44,76783900,767840
88338,790,8833800,88328
1338639,208,133863900,1338629
1631534,729,163153400,1631535
764072,397,76407200,764073
702188,123,70218800,702189
468326,26,46832600,468327
824916,394,82491600,824917
426175,203,42617500,426176
233311,54,23331100,233312
1522866,945,152286600,1522867
97645,950,9764500,97646
193586,383,19358600,193587
398957,332,39895700,398958
625831,473,62583100,625832
587758,999,58775800,587759
658632,379,65863200,658633
1504051,210,150405100,1504052
1466361,37,146636100,1466362
1453057,460,145305700,1453058
564685,586,56468500,564686
809056,867,80905600,809057
288306,282,28830600,288307
960872,253,96087200,960873
48980,688,4898000,48981
1855497,911,185549700,1855498
1944240,189,194424000,1944241
840690,487,84069000,840691
460557,266,46055700,460558
317300,815,31730000,317301
494475,325,49447500,494476
1280291,208,128029100,1280281
1053265,611,105326500,1053266
1988150,891,198815000,1988151
171250,87,17125000,171251
1641716,746,164171600,1641717
22299,397,2229900,22300
1055591,786,105559100,1055592
1853683,981,185368300,1853684
1264895,48,126489500,1264896
1220905,768,122090500,1220906
583142,540,58314200,583143
1602573,313,160257300,1602574
1434566,8,143456600,1434567
205417,508,20541700,205418
807886,953,80788600,807887
10592,403,1059200,10593
1635699,524,163569900,1635700
689310,780,68931000,689311
815412,358,81541200,815413
1878235,243,187823500,1878236
442131,589,44213100,442132
1043381,56,104338100,1043382
739515,435,73951500,739516
1356342,408,135634200,1356343
1228370,119,122837000,1228371
1362391,417,136239100,1362392
1923208,326,192320800,1923209
860367,238,86036700,860368
1235706,128,123570600,1235707
1102220,332,110222000,1102221
534882,463,53488200,534883
1246365,276,124636500,1246366
1692909,749,169290900,1692910
289692,611,28969200,289693
1768463,738,176846300,1768464
1167480,603,116748000,1167481
929996,911,92999600,929997
584881,77,58488100,584882
1517108,427,151710800,1517109
570010,790,57001000,570011
1771503,452,177150300,1771504
125623,652,12562300,125624
946113,547,94611300,946114
463764,571,46376400,463765
1170351,33,117035100,1170352
161703,878,16170300,161704
1462943,967,146294300,1462944
394930,417,39493000,394931
389135,808,38913500,389136
426004,777,42600400,426005
1872924,317,187292400,1872925
154586,637,15458600,154587
245200,447,24520000,245201
1687634,157,168763400,1687635
1281430,251,128143000,1281431
641265,547,64126500,641266
1905290,604,190529000,1905291
360034,659,36003400,360035
947321,784,94732100,947322
1254870,755,125487000,1254871
1864580,22,186458000,1864581
335007,608,33500700,335008
398756,650,39875600,398757
454493,664,45449300,454494
1936169,436,193616900,1936170
341244,499,34124400,341245
1187704,395,118770400,1187705
1174304,95,117430400,1174305
798408,866,79840800,798409
1753352,731,175335200,1753353
1153731,7,115373100,1153732
677934,691,67793400,677935
1584799,174,158479900,1584800
1743032,73,174303200,1743033
393535,811,39353500,393536
351400,238,35140000,351401
90255,197,9025500,90256
1057507,661,105750700,1057508
272715,504,27271500,272716
780808,140,78080800,780809
1416724,593,141672400,1416725
1272692,852,127269200,1272693
1156142,76,115614200,1156143
1588905,178,158890500,1588906
1050837,120,105083700,1050838
1574693,16,157469300,1574694
1426269,496,142626900,1426270
1341178,168,134117800,1341179
638034,337,63803400,638035
1807250,955,180725000,1807251
138674,141,13867400,138675
1926636,940,192663600,1926626
1657776,736,165777600,1657777
245635,57,24563500,245636
349743,430,34974300,349744
209413,197,20941300,209414
1985073,519,198507300,1985074
65236,212,6523600,65237
1149375,948,114937500,1149376
350779,494,35077900,350769
791398,24,79139800,791399
1499504,145,149950400,1499505
728147,992,72814700,728148
67617,49,6761700,67618
812539,422,81253900,812540
860434,907,86043400,860435
1619797,939,161979700,1619798
1922887,256,192288700,1922888
1511118,444,151111800,1511119
650542,745,65054200,650543
1984801,15,198480100,1984802
1266267,442,126626700,1266268
101526,17,10152600,101527
132599,994,13259900,132600
129152,132,12915200,129153
916446,711,91644600,916447
1106042,555,110604200,1106043
1821694,102,182169400,1821695
474711,206,47471100,474701
1198191,635,119819100,1198192
756177,527,75617700,756178
1823073,975,182307300,1823074
954159,926,95415900,954160
1176222,259,117622200,1176223
1680805,611,168080500,1680806
772460,740,77246000,772461
1132893,128,113289300,1132894
453033,405,45303300,453034
1197080,330,119708000,1197081
186493,293,18649300,186494
655852,773,65585200,655853
596684,786,59668400,596685
1171186,57,117118600,1171187
1949583,344,194958300,1949584
992177,146,99217700,992178
1891113,950,189111300,1891114
1181740,52,118174000,1181741
1804891,31,180489100,1804892
588911,858,58891100,588912
1790932,732,179093200,1790933
978280,213,97828000,978281
597323,88,59732300,597324
1505426,473,150542600,1505427
512063,597,51206300,512064
410595,441,41059500,410596
532170,76,53217000,532171
1008581,944,100858100,1008582
1272423,69,127242300,1272424
161237,877,16123700,161238
175968,71,17596800,175969
1914781,882,191478100,1914782
1222353,21,122235300,1222354
1858402,502,185840200,1858403
1035700,664,103570000,1035701
1978355,969,197835500,1978356
80740,792,8074000,80741
958898,716,95889800,958899
966286,523,96628600,966287
448402,667,44840200,448403
975423,482,97542300,975424
709941,272,70994100,709942
250155,892,25015500,250156
1736588,923,173658800,1736589
1337702,84,133770200,1337703
1267256,119,126725600,1267257
858626,974,85862600,858627
607036,62,60703600,607037
1044227,44,104422700,1044228
1233845,421,123384500,1233846
479511,982,47951100,479512
1215584,965,121558400,1215585
821207,930,82120700,821208
999493,578,99949300,999494
286087,637,28608700,286088
1627462,195,162746200,1627463
696822,773,69682200,696823
922867,530,92286700,922868
569119,93,56911900,569120
1546111,886,154611100,1546112
355774,918,35577400,355775
658000,62,65800000,658001
957766,816,95776600,957767
137427,697,13742700,137428
1131531,155,113153100,1131532
47998,446,4799800,47999
1492761,702,149276100,1492762
527947,768,52794700,527948
1505437,374,150543700,1505438
1369318,595,136931800,1369319
100219,742,10021900,100209
476754,372,47675400,476755
1178202,434,117820200,1178203
239628,52,23962800,239629
1465173,157,146517300,1465174
373106,567,37310600,373107
1747595,699,174759500,1747596
1806176,256,180617600,1806177
356161,435,35616100,356162
390149,358,39014900,390150
1398327,717,139832700,1398328
1237166,600,123716600,1237167
65627,905,6562700,65628
1549513,28,154951300,1549514
941540,68,94154000,941530
1169209,995,116920900,1169210
595538,356,59553800,595539
1325354,286,132535400,1325355
771746,599,77174600,771747
801793,773,80179300,801794
1699753,950,169975300,1699754
1955367,230,195536700,1955368
283397,466,28339700,283398
1696971,648,169697100,1696972
1379572,256,137957200,1379573
1672645,864,167264500,1672646
766350,697,76635000,766351
250918,733,25091800,250919
1285433,698,128543300,1285434
471547,479,47154700,471548
1671949,476,167194900,1671950
827942,743,82794200,827943
1289315,309,128931500,1289316
275863,334,27586300,275864
1737941,764,173794100,1737942
919261,725,91926100,919262
177706,744,17770600,177707
1800658,778,180065800,1800659
937779,825,93777900,937780
931304,913,93130400,931305
797092,483,79709200,797093
354504,514,35450400,354494
548430,771,54843000,548431
692859,39,69285900,692860
1129998,297,112999800,1129999
108194,555,10819400,108195
280341,567,28034100,280342
127444,499,12744400,127445
902184,955,90218400,902185
1227542,199,122754200,1227543
543902,495,54390200,543903
1472140,894,147214000,1472130
1997319,323,199731900,1997320
168070,783,16807000,168071
716873,183,71687300,716874
1199002,277,119900200,1199003
1588621,897,158862100,1588622
570103,762,57010300,570104
1742328,124,174232800,1742329
1088143,384,108814300,1088144
841008,317,84100800,841009
350076,68,35007600,350077
260959,847,26095900,260960
810742,128,81074200,810743
1931761,507,193176100,1931762
495212,251,49521200,495213
1338842,982,133884200,1338843
858531,417,85853100,858532
1226705,407,122670500,1226706
1551463,559,155146300,1551464
1375254,179,137525400,1375255
979780,9,97978000,979781
446319,216,44631900,446320
1595247,671,159524700,1595248
1884067,957,188406700,1884068
160636,172,16063600,160637
1828273,973,182827300,1828274
502105,762,50210500,502106
1642108,335,164210800,1642109
679243,849,67924300,679244
1893523,709,189352300,1893524
470370,895,47037000,470371
1738868,443,173886800,1738869
2751,793,275100,2752
401622,47,40162200,401623
1236668,2,123666800,1236669
54650,243,5465000,54651
1798349,561,179834900,1798350
7299,515,729900,7300
1662101,514,166210100,1662102
1362698,71,136269800,1362699
68958,986,6895800,68959
1985819,690,198581900,1985820
1057098,462,105709800,1057099
19015,596,1901500,19016
367873,67,36787300,367874
654011,947,65401100,654001
157172,648,15717200,157173
322436,628,32243600,322437
1182232,872,118223200,1182233
985368,287,98536800,985369
1952674,651,195267400,1952675
83100,436,8310000,83101
1474575,757,147457500,1474576
754122,510,75412200,754123
1254841,627,125484100,1254842
18168,801,1816800,18169
1902093,705,190209300,1902094
214572,610,21457200,214573
935327,903,93532700,935328
1048835,705,104883500,1048836
239599,249,23959900,239600
519497,505,51949700,519498
1757194,718,175719400,1757195
364963,388,36496300,364964
1869654,84,186965400,1869655
1205985,132,120598500,1205986
1865581,162,186558100,1865582
466021,448,46602100,466022
336859,224,33685900,336860
1416746,370,141674600,1416747
1098413,279,109841300,1098414
1919275,134,191927500,1919276
1845397,642,184539700,1845398
29303,966,2930300,29304
1459602,54,145960200,1459603
1711764,363,171176400,1711765
1015610,658,101561000,1015611
1507457,988,150745700,1507458
1235860,958,123586000,1235861
190738,839,19073800,190739
51989,863,5198900,51990
1099557,679,109955700,1099558
968194,526,96819400,968195
1131696,945,113169600,1131697
1097611,287,109761100,1097612
1466442,562,146644200,1466443
815875,431,81587500,815876
183845,746,18384500,183846
1956537,906,195653700,1956538
297037,503,29703700,297038
1089283,840,108928300,1089284
1987510,410,198751000,1987511
1366117,132,136611700,1366118
916409,384,91640900,916410
1292017,267,129201700,1292018
1775661,9,177566100,1775662
1105060,933,110506000,1105050
288043,101,28804300,288044
640449,799,64044900,640450
1175000,306,117500000,1175001
632017,84,63201700,632018
869367,798,86936700,869368
1425075,830,142507500,1425076
193676,790,19367600,193677
897955,503,89795500,897956
1068400,798,106840000,1068401
634360,343,63436000,634361
73112,169,7311200,73113
850079,938,85007900,850080
1909247,810,190924700,1909248
395504,171,39550400,395505
650041,65,65004100,650042
478857,610,47885700,478858
1675202,95,167520200,1675203
1523759,680,152375900,1523760
1871680,348,187168000,1871681
963783,86,96378300,963784
1662616,730,166261600,1662617
1508980,701,150898000,1508981
627491,198,62749100,627492
373759,105,37375900,373760
724366,811,72436600,724367
276196,458,27619600,276197
922504,2,92250400,922505
173323,553,17332300,173324
1518902,794,151890200,1518903
825326,330,82532600,825327
1942335,583,194233500,1942336
204311,968,20431100,204312
1453700,546,145370000,1453701
1433385,395,143338500,1433386
755115,875,75511500,755116
1317605,201,131760500,1317606
1055444,182,105544400,1055445
1366426,670,136642600,1366427
1179299,15,117929900,1179300
700012,677,70001200,700013
138193,524,13819300,138194
1617920,575,161792000,1617921
697743,921,69774300,697744
1655291,443,165529100,1655281
1084828,695,108482800,1084829
351708,817,35170800,351709
1686046,866,168604600,1686047
614745,837,61474500,614746
472681,446,47268100,472682
1751018,387,175101800,1751019
82817,712,8281700,82818
1332965,158,133296500,1332966
1692985,316,169298500,1692986
1635947,173,163594700,1635948
318084,49,31808400,318085
587991,762,58799100,587992
1049178,393,104917800,1049179
645118,915,64511800,645119
1783468,543,178346800,1783469
291127,777,29112700,291128
838027,329,83802700,838017
710068,346,71006800,710069
1822181,505,182218100,1822182
1012061,574,101206100,1012062
1503035,482,150303500,1503036
1504592,896,150459200,1504593
1739637,386,173963700,1739638
774157,599,77415700,774158
1377439,738,137743900,1377440
469739,622,46973900,469740
1417823,21,141782300,1417824
906406,743,90640600,906407
1243331,819,124333100,1243332
501767,127,50176700,501768
384913,620,38491300,384914
1369050,971,136905000,1369051
851661,373,85166100,851662
1994656,522,199465600,1994657
1268968,567,126896800,1268969
1280386,890,128038600,1280387
311733,203,31173300,311734
590162,847,59016200,590163
226464,760,22646400,226454
1273682,444,127368200,1273683
1331475,312,133147500,1331476
1654465,444,165446500,1654466
500986,637,50098600,500987
1865714,278,186571400,1865715
1334034,881,133403400,1334035
130774,946,13077400,130775
565128,290,56512800,565129
8878,121,887800,8879
591820,462,59182000,591821
708555,788,70855500,708545
619949,263,61994900,619950
165159,815,16515900,165160
1208419,446,120841900,1208409
1209753,55,120975300,1209754
405844,928,40584400,405845
862289,82,86228900,862290
4298,641,429800,4299
940310,216,94031000,940311
65479,6,6547900,65480
284757,332,28475700,284758
370664,552,37066400,370665
361493,166,36149300,361494
519722,740,51972200,519723
256730,8,25673000,256731
193600,904,19360000,193601
59664,745,5966400,59665
228326,621,22832600,228327
1609839,118,160983900,1609840
1028780,157,102878000,1028781
1316435,15,131643500,1316436
88032,803,8803200,88033
1097654,922,109765400,1097655
556115,656,55611500,556116
1266406,354,126640600,1266407
1650978,303,165097800,1650979
1888270,347,188827000,1888271
1556446,896,155644600,1556447
383710,19,38371000,383711
565960,47,56596000,565961
220983,931,22098300,220984
885538,162,88553800,885539
789975,395,78997500,789965
1379523,154,137952300,1379524
1785441,312,178544100,1785442
1946103,85,194610300,1946104
335213,194,33521300,335214
1337019,287,133701900,1337020
880776,652,88077600,880777
657326,374,65732600,657327
1430664,849,143066400,1430665
109967,437,10996700,109968
1854417,895,185441700,1854418
1962556,887,196255600,1962557
368438,389,36843800,368439
542529,293,54252900,542530
1559457,516,155945700,1559458
642499,996,64249900,642500
1729400,19,172940000,1729401
1227583,627,122758300,1227584
1012806,396,101280600,1012807
1059631,286,105963100,1059632
843973,783,84397300,843974
1566010,459,156601000,1566011
1965142,141,196514200,1965143
1225162,235,122516200,1225163
194693,859,19469300,194694
275015,138,27501500,275016
1936071,771,193607100,1936072
767262,77,76726200,767263
863046,6,86304600,863047
1003048,639,100304800,1003038
436642,592,43664200,436643
1107259,772,110725900,1107260
1936176,478,193617600,1936177
801978,327,80197800,801979
202673,906,20267300,202674
1603955,172,160395500,1603956
1354620,909,135462000,1354621
1272342,503,127234200,1272343
1300928,306,130092800,1300929
322739,691,32273900,322740
1908070,318,190807000,1908071
985896,644,98589600,985897
1084961,283,108496100,1084962
1564572,713,156457200,1564573
440795,338,44079500,440796
847256,505,84725600,847257
1984925,592,198492500,1984926
892609,300,89260900,892610
1111382,678,111138200,1111383
473922,510,47392200,473912
707533,685,70753300,707534
1993906,14,199390600,1993907
233974,491,23397400,233975
801442,141,80144200,801443
681009,839,68100900,681010
824298,220,82429800,824299
1051747,831,105174700,1051748
236215,401,23621500,236216
1018466,398,101846600,1018467
778392,562,77839200,778393
1218877,513,121887700,1218878
1545495,281,154549500,1545496
1582838,771,158283800,1582839
1564124,516,156412400,1564125
146366,644,14636600,146367
405853,724,40585300,405854
1281642,444,128164200,1281643
1288907,507,128890700,1288908
90825,979,9082500,90826
1983059,172,198305900,1983060
998126,57,99812600,998127
595252,793,59525200,595253
652652,823,65265200,652653
1094833,943,109483300,1094834
786940,599,78694000,786941
790159,508,79015900,790160
1191959,478,119195900,1191960
910014,441,91001400,910015
1189552,391,118955200,1189553
1415615,568,141561500,1415616
1433006,363,143300600,1433007
584475,339,58447500,584476
485409,557,48540900,485410
356754,515,35675400,356755
746959,68,74695900,746960
1061960,342,106196000,1061961
1554551,151,155455100,1554552
1677363,174,167736300,1677364
221635,721,22163500,221636
1188206,52,118820600,1188207
313477,377,31347700,313478
1526,305,152600,1527
92265,172,9226500,92266
393319,672,39331900,393320
1340646,555,134064600,1340647
1568451,427,156845100,1568452
169352,124,16935200,169353
904035,623,90403500,904036
1696871,987,169687100,1696872
526986,890,52698600,526987
1134817,36,113481700,1134818
250520,219,25052000,250521
1617808,983,161780800,1617809
930616,969,93061600,930617
1527296,437,152729600,1527297
573794,781,57379400,573795
858016,503,85801600,858017
1681820,485,168182000,1681821
1316969,338,131696900,1316970
1400859,49,140085900,1400860
1893616,955,189361600,1893617
1104152,286,110415200,1104153
1410397,187,141039700,1410398
1566698,791,156669800,1566699
344394,706,34439400,344395
468596,953,46859600,468597
1146399,548,114639900,1146400
518796,501,51879600,518786
1218648,735,121864800,1218649
488463,179,48846300,488464
1830679,516,183067900,1830680
1156461,620,115646100,1156462
995774,509,99577400,995775
1439436,214,143943600,1439437
1874753,546,187475300,1874754
1484053,525,148405300,1484043
1489190,863,148919000,1489191
835690,425,83569000,835691
1223850,482,122385000,1223851
1725025,923,172502500,1725026
1690214,451,169021400,1690204
1807254,679,180725400,1807255
417392,247,41739200,417393
1604497,674,160449700,1604498
877721,251,87772100,877722
1595096,749,159509600,1595097
1527513,594,152751300,1527514
443472,88,44347200,443473
1799575,546,179957500,1799576
1908294,541,190829400,1908295
1617446,882,161744600,1617447
375933,636,37593300,375934
1873333,6,187333300,1873334
742904,797,74290400,742905
1061718,803,106171800,1061719
537970,244,53797000,537971
1503122,592,150312200,1503123
1512932,851,151293200,1512933
252965,769,25296500,252966
20252,923,2025200,20253
205894,0,20589400,205895
725748,874,72574800,725749
1736712,975,173671200,1736713
93429,312,9342900,93430
29507,298,2950700,29508
1997743,577,199774300,1997744
1371859,817,137185900,1371860
1812161,917,181216100,1812162
811834,661,81183400,811835
501957,760,50195700,501958
1226146,345,122614600,1226147
409959,654,40995900,409949
1784371,604,178437100,1784372
1115131,987,111513100,1115132
240178,570,24017800,240179
774236,239,77423600,774237
306284,765,30628400,306285
1290618,791,129061800,1290619
869530,898,86953000,869531
398859,91,39885900,398860
711209,429,71120900,711210
1230070,864,123007000,1230060
996781,287,99678100,996782
1512788,829,151278800,1512789
968162,549,96816200,968163
206699,355,20669900,206700
201979,300,20197900,201980
507495,733,50749500,507496
1374964,461,137496400,1374965
1279681,404,127968100,1279682
851085,466,85108500,851086
1427478,616,142747800,1427479
1261866,367,126186600,1261867
1648569,350,164856900,1648570
1081541,364,108154100,1081542
168702,683,16870200,168703
1984907,153,198490700,1984908
625940,707,62594000,625941
1828545,462,182854500,1828546
756705,504,75670500,756706
294042,739,29404200,294043
1855187,66,185518700,1855188
301805,833,30180500,301806
958795,182,95879500,958796
1632746,572,163274600,1632747
1610573,255,161057300,1610574
653451,150,65345100,653452
847968,46,84796800,847969
3534,867,353400,3535
1044363,713,104436300,1044364
477720,27,47772000,477721
1719018,372,171901800,1719019
871715,867,87171500,871716
544161,986,54416100,544162
1164250,459,116425000,1164251
61064,301,6106400,61065
115645,307,11564500,115646
487970,545,48797000,487971
1664413,80,166441300,1664414
1715064,316,171506400,1715065
90838,595,9083800,90839
933651,220,93365100,933652
1760328,529,176032800,1760329
584865,556,58486500,584866
861025,44,86102500,861026
563149,247,56314900,563150
1998878,326,199887800,1998879
269796,340,26979600,269797
449231,66,44923100,449232
1484210,615,148421000,1484211
884623,855,88462300,884624
1346286,958,134628600,1346287
92198,425,9219800,92199
587706,704,58770600,587707
1933652,759,193365200,1933653
1371396,868,137139600,1371397
1229866,904,122986600,1229867
832155,735,83215500,832156
410735,247,41073500,410736
1229620,380,122962000,1229621
1893148,397,189314800,1893149
925361,626,92536100,925362
756315,439,75631500,756316
1247287,504,124728700,1247288
98066,385,9806600,98067
118615,234,11861500,118616
1902908,487,190290800,1902909
1334206,465,133420600,1334207
1423367,953,142336700,1423368
1624500,362,162450000,1624501
472163,839,47216300,472164
368898,647,36889800,368899
1529925,427,152992500,1529926
1517175,90,151717500,1517165
624626,837,62462600,624627
1370347,444,137034700,1370348
1707397,473,170739700,1707398
1757160,237,175716000,1757161
176030,210,17603000,176031
377709,480,37770900,377710
709807,577,70980700,709808
1190499,607,119049900,1190500
1813808,610,181380800,1813809
1509632,402,150963200,1509633
730635,81,73063500,730636
1457220,660,145722000,1457221
1130244,36,113024400,1130245
1048111,272,104811100,1048112
141491,935,14149100,141492
1509513,594,150951300,1509514
1131496,60,113149600,1131497
186167,48,18616700,186168
1721379,743,172137900,1721380
248659,618,24865900,248660
1139412,699,113941200,1139413
1115012,16,111501200,1115013
154,896,15400,155
1554878,596,155487800,1554879
1341811,714,134181100,1341812
1118763,357,111876300,1118764
1794305,764,179430500,1794306
1520894,690,152089400,1520895
433595,754,43359500,433596
1204707,283,120470700,1204708
1479079,282,147907900,1479080
660584,991,66058400,660585
594378,506,59437800,594379
1810443,515,181044300,1810444
773269,35,77326900,773270
879865,324,87986500,879866
341529,954,34152900,341530
1489090,536,148909000,1489091
297288,16,29728800,297289
1099424,792,109942400,1099425
1339354,402,133935400,1339355
784218,304,78421800,784219
405618,356,40561800,405608
231590,233,23159000,231591
1126589,683,112658900,1126590
1880405,512,188040500,1880406
1321421,360,132142100,1321422
1157894,434,115789400,1157895
1977522,436,197752200,1977523
683621,382,68362100,683622
224541,983,22454100,224542
180587,524,18058700,180588
713688,612,71368800,713689
1760337,160,176033700,1760338
1752653,280,175265300,1752654
1325267,346,132526700,1325268
1933980,664,193398000,1933981
669498,40,66949800,669499
1735627,387,173562700,1735628
1655142,717,165514200,1655143
1333680,699,133368000,1333681
1033850,7,103385000,1033851
481781,781,48178100,481782
1413684,470,141368400,1413685
856403,360,85640300,856404
810756,112,81075600,810757
1851364,292,185136400,1851365
192865,206,19286500,192866
1540244,416,154024400,1540245
1223802,726,122380200,1223792
660059,141,66005900,660060
926718,633,92671800,926719
445153,276,44515300,445154
893483,22,89348300,893484
437758,107,43775800,437759
242949,127,24294900,242950
1333497,881,133349700,1333498
1999811,629,199981100,1999812
1295499,947,129549900,1295500
1946101,738,194610100,1946102
1552932,879,155293200,1552933
900122,964,90012200,900123
1205606,327,120560600,1205607
1343548,236,134354800,1343538
702322,994,70232200,702323
1257873,44,125787300,1257874
997309,596,99730900,997310
1968749,623,196874900,1968750
1216813,629,121681300,1216803
11982,331,1198200,11983
1606496,737,160649600,1606497
1062845,698,106284500,1062846
267288,95,26728800,267289
270825,344,27082500,270826
1177979,191,117797900,1177980
1970951,219,197095100,1970952
573265,416,57326500,573266
346515,919,34651500,346516
1933780,348,193378000,1933781
353335,246,35333500,353336
914944,476,91494400,914945
783121,852,78312100,783111
351362,765,35136200,351363
920312,628,92031200,920313
849911,661,84991100,849912
991577,750,99157700,991578
615639,278,61563900,615640
445587,996,44558700,445588
719150,823,71915000,719151
1158462,394,115846200,1158463
1571560,336,157156000,1571561
211232,529,21123200,211233
1592478,975,159247800,1592479
1333267,943,133326700,1333268
1889252,376,188925200,1889253
1380575,234,138057500,1380576
751675,122,75167500,751676
235181,878,23518100,235182
336636,550,33663600,336637
1029834,853,102983400,1029835
823250,467,82325000,823251
1385765,229,138576500,1385766
26238,981,2623800,26239
400330,756,40033000,400331
914263,773,91426300,914264
510005,999,51000500,510006
1215859,612,121585900,1215860
30638,335,3063800,30639
1187718,724,118771800,1187719
1320454,735,132045400,1320455
273526,804,27352600,273527
749946,533,74994600,749947
666023,7,66602300,666024
1307059,525,130705900,1307060
513559,24,51355900,513560
1139998,11,113999800,1139999
87798,751,8779800,87799
1721486,252,172148600,1721487
782083,802,78208300,782084
422902,237,42290200,422903
1158516,725,115851600,1158517
1634740,778,163474000,1634741
1129852,267,112985200,1129853
1347282,260,134728200,1347283
1387292,650,138729200,1387293
1252727,730,125272700,1252728
1313339,785,131333900,1313340
988207,112,98820700,988208
1904948,325,190494800,1904938
129334,479,12933400,129335
690013,671,69001300,690014
515771,712,51577100,515772
307142,563,30714200,307143
1661664,137,166166400,1661665
410999,30,41099900,411000
343512,765,34351200,343513
491774,742,49177400,491775
1681019,924,168101900,1681020
593570,303,59357000,593571
8254,643,825400,8255
596274,828,59627400,596275
414358,455,41435800,414359
1778431,750,177843100,1778432
1930633,330,193063300,1930634
1657778,990,165777800,1657779
1014474,847,101447400,1014475
732372,174,73237200,732373
154896,615,15489600,154897
1310334,871,131033400,1310335
374362,886,37436200,374363
1315265,249,131526500,1315266
1707574,89,170757400,1707575
1215751,539,121575100,1215752
1183358,192,118335800,1183359
1331459,962,133145900,1331460
804431,512,80443100,804432
269131,342,26913100,269132
1349892,233,134989200,1349893
44684,245,4468400,44685
1197259,846,119725900,1197260
821797,405,82179700,821798
655755,907,65575500,655756
1538153,218,153815300,1538154
574854,329,57485400,574855
583058,258,58305800,583059
1973565,561,197356500,1973566
1087831,986,108783100,1087832
188886,645,18888600,188887
181510,712,18151000,181511
1663672,337,166367200,1663673
718135,888,71813500,718136
1129190,778,112919000,1129191
1094414,390,109441400,1094415
1619102,444,161910200,1619103
167574,882,16757400,167575
1979649,901,197964900,1979650
1529574,635,152957400,1529575
1217550,172,121755000,1217551
278375,117,27837500,278376
1902644,458,190264400,1902645
1928084,677,192808400,1928085
1711470,168,171147000,1711471
1746255,520,174625500,1746256
448834,803,44883400,448835
506929,894,50692900,506930
3531,54,353100,3532
1071754,874,107175400,1071755
772532,364,77253200,772533
1968130,219,196813000,1968131
1846526,391,184652600,1846527
1160372,867,116037200,1160373
321061,382,32106100,321062
538888,24,53888800,538889
939632,902,93963200,939633
1400299,847,140029900,1400300
159917,284,15991700,159918
247979,175,24797900,247980
215450,526,21545000,215451
